"order_id","customer_id","payment_value"
"00130c0eee84a3d909e75bc08c5c3ca1","16090f2ca825584b5a147ab24aa30c86","35.84"
"0013503b13da1eac686219390b7d641b","1554a68530182680ad5c8b042c3ab563","137.22"
"00137e170939bba5a3134e2386413108","e59aa562b9f8076dd550fcddf0e73491","421.65"
"001427c0ec99cf8af737bd88e92fd444","77530e9772f57a62c906e1c21538ab82","83.25"
"00143d0f86d6fbd9f9b38ab440ac16f5","a17f621c590ea0fab3d5d883e1630ec6","109.29"
"00143d0f86d6fbd9f9b38ab440ac16f5","a17f621c590ea0fab3d5d883e1630ec6","109.29"
"00143d0f86d6fbd9f9b38ab440ac16f5","a17f621c590ea0fab3d5d883e1630ec6","109.29"
"0014ae671de39511f7575066200733b7","92eb0f42c21942b6552362b9b114707d","30.6"
"0015ebb40fb17286bea51d4607c4733c","8b321bb669392f5163d04c59e235e066","37"
"00169e31ef4b29deaae414f9a5e95929","a3e9a2c700480d9bb01fba070ba80a0e","55.11"
"0016dfedd97fc2950e388d2971d718c7","a35124e2d763d7ca3fbe3b97d143200f","17.92"
"0016dfedd97fc2950e388d2971d718c7","a35124e2d763d7ca3fbe3b97d143200f","52.63"
"0017afd5076e074a48f1f1a4c7bac9c5","25c5c91f63607446a97b143d2d535d31","853.39"
"001862358bf858722e1e2ae000cfed8b","7a67c85e85bb2ce8582c35f2203ad736","113.71"
"0019c29108428acffd089c36103c9440","77530e9772f57a62c906e1c21538ab82","79.85"
"001ab0a7578dd66cd4b0a71f5b6e1e41","5656537e588803a555b8eb41f07a944b","127.56"
"001ab0a7578dd66cd4b0a71f5b6e1e41","5656537e588803a555b8eb41f07a944b","127.56"
"001ab0a7578dd66cd4b0a71f5b6e1e41","5656537e588803a555b8eb41f07a944b","127.56"
"001ac194d4a326a6fa99b581e9a3d963","ffc470761de7d0232558ba5e786e57b7","62.54"
"001b76dd48a5b1eee3e87778daa40df8","9c0e69c7bf2619675bbadf47b43f655a","95"
"001c85b5f68d2be0cb0797afc9e8ce9a","4a3ca9315b744ce9f8e9374361493884","112.71"
"001d8f0e34a38c37f7dba2a37d4eba8b","f4aba7c0bca51484c30ab7bdc34bcdd1","53.54"
"001d8f0e34a38c37f7dba2a37d4eba8b","f4aba7c0bca51484c30ab7bdc34bcdd1","53.54"
"001daeb0eddc45b999bad0801ad9d273","f45122a9ab94eb4f3f8953578bc0c560","55.12"
"001dbc16dc51075e987543d23a0507c7","4a3ca9315b744ce9f8e9374361493884","87.9"
"001e7ba991be1b19605ca0316e7130f9","3340ef1913fb70d28420f6ceb685c339","213.21"
"001e7cf2ad6bef3ade12ebc56ceaf0f3","2a84855fd20af891be03bc5924d2b453","51.1"
"0020262c8a370bd5a174ea6a2a267321","ff063b022a9a0aab91bad2c9088760b7","100.55"
"0020a222f55eb79a372d0efee3cca688","8a32e327fe2c1b3511609d81aaf9f042","45.09"
"002175704e8b209f61b9ad5cfd92b60e","b2ba3715d723d245138f291a6fe42594","123.11"
"00229e4e43f7a7e0b9dd819ad43268d3","c3cfdc648177fdbbbb35635a37472c53","91.39"
"0025081dcf9330f9a5052ae82c6ce396","5f3ae9136c875522250f8184f253413a","33.18"
"00254baeb6c932b0a8aeead91fbd02b5","e8b4225284fbb02d16f200513f1f395d","193.01"
"00259a44fcad3fc0474329e925d14fc3","9f505651f4a6abe901a56cdc21508025","34.09"
"0025c5d1a8ca53a240ec2634bb4492ea","955fee9216a65b617aa5c0531780ce60","419.39"
"002611a77fe03d076285fd4ca95db77c","87142160b41353c4e5fca2360caf6f92","156.75"
"002691433f09002ac9ca0c4e8dbb8ead","0887a9f087bcd5d9f6642b52f897fc6c","120.43"
"0026a368634b6e6f34f33b1499773a30","12b9676b00f60f3b700e83af21824c0e","164.8"
"00275bce676303c3bfd7292aefdfa223","99eaacc9e6046db1c82b163c5f84869f","293.36"
"00276d5c3491fbf55305e26891040df9","8f78f0903005064036736c7173a5c2ed","68.12"
"002834535f7a609a5c68266f173fa59e","ea8482cd71df3c1969d7b9473ff13abc","57.17"
"0028de0ca693a1bb26448916a81105cc","955fee9216a65b617aa5c0531780ce60","45.3"
"002955b0acc63d04f6724a31967e82bd","058fd0aa2bfdb2274e05e1ae971dabb6","135.59"
"0029c5db35ef291ce99d1262012e7daa","900ba814c251a692506d7834c1218441","514.37"
"0029f17cf0e7640c5cb6825af681303f","d3dcf0604eabf0224fbd5948b5e02f69","113.44"
"002af7fa9eb99d1456bceb6a13d6fc0b","6c7d50c24b3ccd2fd83b44d8bb34e073","109.45"
"002b430ff89b3a24c31a1170acbbedea","7a67c85e85bb2ce8582c35f2203ad736","265.55"
"002b4e6fa42cd4a22cc86abc18fe9c05","b1a81260566c1bac3114a6d124413f27","119.57"
"002c9def9c9b951b1bec6d50753c9891","00720abe85ba0859807595bbf045a33b","173.8"
"002c9def9c9b951b1bec6d50753c9891","00720abe85ba0859807595bbf045a33b","173.8"
"002d040018d12a3853c059f7f23ab5b1","fe2032dab1a61af8794248c8196565c9","169.84"
"002f16b7bc4530031b7d90f791b12d8a","0241d4d5d36f10f80c644447315af0bd","284.13"
"002f19a65a2ddd70a090297872e6d64e","1835b56ce799e6a4dc4eddc053f04066","44.11"
"002f19a65a2ddd70a090297872e6d64e","1835b56ce799e6a4dc4eddc053f04066","33.18"
"002f98c0f7efd42638ed6100ca699b42","7299e27ed73d2ad986de7f7c77d919fa","93.62"
"002f98c0f7efd42638ed6100ca699b42","fa40cc5b934574b62717c68f3d678b6d","93.62"
"0030d783f979fbc5981e75613b057344","8e6cc767478edae941d9bd9eb778d77a","78.27"
"0030ff924c38549807645976adeef2c0","855668e0971d4dfd7bef1b6a4133b41b","292.24"
"00310b0c75bb13015ec4d82d341865a4","a2deecd5398f5df4987110c80a1972a3","55.28"
"00324b3eda39ba5ecce3945823e3594c","0dd184061fb0eaa7ca37932c68ab91c5","110.07"
"0032d07457ae9c806c79368d7d9ce96b","e333046ce6517bd8bb510291d44f0130","186.19"
"003324c70b19a16798817b2b3640e721","dbc22125167c298ef99da25668e1011f","234.7"
"003324c70b19a16798817b2b3640e721","dbc22125167c298ef99da25668e1011f","234.7"
"00335b686d693c7d72deeb12f8e89227","f00e21b1e91a79653163b7fd8f293ff1","80.79"
"00335f75ea6a4455b524a8dd177067f5","70c27847eca8195c983ed7e798c56743","177.01"
"00337fe25a3780b3424d9ad7c5a4b35e","cfb1a033743668a192316f3c6d1d2671","139.68"
"00337fe25a3780b3424d9ad7c5a4b35e","cfb1a033743668a192316f3c6d1d2671","139.68"
"003423b755b562962a6225a8de40d12e","23c38debaffe4a25a30fdbd9b586a13f","261.33"
"00345f338696283410b7977d2e3efc89","516e7738bd8f735ac19a010ee5450d8d","67.34"
"0035246a40f520710769010f752e7507","4a3ca9315b744ce9f8e9374361493884","99.11"
"0035c0b07126fe9c24a325216fb96064","8444e55c1f13cd5c179851e5ca5ebd00","150.44"
"0035e6b7ade84b3f5b86bd49814793df","537eb890efff034a88679788b647c564","34"
"0036757472ece3dde52fd4bfd929c90e","7c67e1448b00f6e969d365cea6b010ab","203.03"
"0036887767dea4bd43b1a88cd0d9477a","46dc3b2cc0980fb8ec44634e21d2718e","423.63"
"00378c6c981f234634c0b9d6128df6dd","218d46b86c1881d022bce9c68a7d4b15","52.85"
"003822434f91204da0a51fe4cf2aba18","c54679b132454625907c773d273d4126","175.16"
"003822434f91204da0a51fe4cf2aba18","c54679b132454625907c773d273d4126","175.16"
"0039500db36d50d7d0bfaf23723550f3","c3cfdc648177fdbbbb35635a37472c53","203.23"
"003a7f59d7e08a9c61d9e2881fe6459c","b410bdd36d5db7a65dcd42b7ead933b8","134.28"
"003a94f778ef8cfd50247c8c1b582257","f80edd2c5aaa505cc4b0a3b219abf4b8","57.98"
"003cc6161d7a2593f2525cce0c330d32","53e4c6e0f4312d4d2107a8c9cddf45cd","97.9"
"003d0634280ff3d1d3a54459349a6899","8e6d7754bc7e0f22c96d255ebda59eba","228.89"
"003d804eef0e1b856881cd18e0cc0d4c","4869f7a5dfa277a7dca6462dcf3b52b2","312.74"
"003d9fc84ad902adf2265248b5ffe1a4","06a2c3af7b3aee5d69171b0e14f0ee87","94.74"
"003edccf16bc5ec447f592913b3df2b4","ef506c96320abeedfb894c34db06f478","64.85"
"003f201cdd39cdd59b6447cff2195456","0b90b6df587eb83608a64ea8b390cf07","204.06"
"003f201cdd39cdd59b6447cff2195456","0b90b6df587eb83608a64ea8b390cf07","204.06"
"003f9bcc09427647c4b9d361a523545b","7e93a43ef30c4f03f38b393420bc753a","238.8"
"00404fa7a687c8c44ca69d42695aae73","7d13fca15225358621be4086e1eb0964","99.9"
"0040a56893444cb56cba7cfe2225e34e","f457c46070d02cadd8a68551231220dd","119.29"
"004157daafa0bc8672e01f00e4f0c04f","624f4ece8da4aafb77699233d480f8ef","222.91"
"00418a49a685c6bb60633291c3fab17a","6560211a19b47992c3666cc44a7e94c0","56.78"
"004345d16a1ab2c21962992c721c8643","0be8ff43f22e456b4e0371b2245e4d01","53.27"
"0044c6f6d22dd280534344177c81b989","06e5eefc71ec47ae763c5c6f8db7064f","196.07"
"0045e3085f083f0f38d24bb3f22e6593","431af27f296bc6519d890aa5a05fdb11","130.74"
"0045f5225a96ef46630701167528fdcb","3db66a856d18a9cba7c9241fc5221c50","110.41"
"0046176ff0dbc2a178b7885355dfbb71","43f8c9950d11ecd03a0304a49e010da6","137.72"
"0046e1d57f4c07c8c92ab26be8c3dfc0","38e6dada03429a47197d5d584d793b41","15.57"
"00471463a6106056c1a2a809f70de640","7c67e1448b00f6e969d365cea6b010ab","265.96"
"00482f2670787292280e0a8153d82467","702835e4b785b67a084280efca355756","18.56"
"0049edf42837aa808e03552a62bd2158","1f50f920176fa81dab994f9023523100","67.5"
"004b62108b876867938746ad3154167f","c70c1b0d8ca86052f45a432a38b73958","118.35"
"004ba47bb589cdbc485e6025bd6d3c81","0db783cfcd3b73998abc6e10e59a102f","60.85"
"004ca5ae248069d68e8594df8abf6ce0","620c87c171fb2a6dd6e8bb4dec959fc6","221.08"
"004d76fef3dd46eb4f70da049c8d1f93","3d871de0142ce09b7081e2b9d1733cb1","147.39"
"004eab0fd8f28adaf8d488976f77febe","7586919161935337bf6b6d7ff5779648","33.48"
"004f5d8f238e8908e6864b874eda3391","c826c40d7b19f62a09e2d7c5e7295ee2","138.6"
"004fb11815bc03b01b20a614eef69d14","7a67c85e85bb2ce8582c35f2203ad736","92.74"
"004fb5e6f90a178dc74ad2b016649249","7a67c85e85bb2ce8582c35f2203ad736","143.92"
"005059edee63c8c708ba61910793b31b","4a3ca9315b744ce9f8e9374361493884","219.78"
"005059edee63c8c708ba61910793b31b","4a3ca9315b744ce9f8e9374361493884","219.78"
"00526a9d4ebde463baee25f386963ddc","7210cd29727d674c00741e5e387b3ccd","169.16"
"00526a9d4ebde463baee25f386963ddc","7210cd29727d674c00741e5e387b3ccd","169.16"
"00526a9d4ebde463baee25f386963ddc","7210cd29727d674c00741e5e387b3ccd","169.16"
"00526a9d4ebde463baee25f386963ddc","7210cd29727d674c00741e5e387b3ccd","169.16"
"0055b77cca3186676c147f532dd2547b","a1043bafd471dff536d0c462352beb48","189.37"
"0057199db02d1a5ef41bacbf41f8f63b","e5a3438891c0bfdb9394643f95273d8e","37.09"
"00571ded73b3c061925584feab0db425","fe2032dab1a61af8794248c8196565c9","389.82"
"00571ded73b3c061925584feab0db425","fe2032dab1a61af8794248c8196565c9","389.82"
"00584d79015452d19fd3d044ba3abdc0","7202e2ba20579a9bd1acb29e61fe71f6","122.17"
"00588f5f20fee630b83d4709e0a42715","4e922959ae960d389249c378d1c939f5","114.9"
"005997dca4c1fc45066d0a03d54a6469","955fee9216a65b617aa5c0531780ce60","133.75"
"005a1dded353107dbabf8ffc83a20365","6560211a19b47992c3666cc44a7e94c0","89.28"
"005b49de51a4e006055e8487a50ad8e4","8c16d1f32a54d92897cc437244442e1b","61.38"
"005cad6157eadc7f1f09917607f1704a","7008613ea464bad5cb9b83456e1e6a8f","110.84"
"005d9a5423d47281ac463a968b3936fb","d98eec89afa3380e14463da2aabaea72","145.26"
"005d9a5423d47281ac463a968b3936fb","d98eec89afa3380e14463da2aabaea72","145.26"
"005d9a5423d47281ac463a968b3936fb","d98eec89afa3380e14463da2aabaea72","145.26"
"005e5166e99d1e4d0c4f808b0540ba94","e9bc59e7b60fc3063eb2290deda4cced","136.7"
"005f25968fc854ea16fb16f5bdbc87c7","3db66a856d18a9cba7c9241fc5221c50","86.15"
"00602f25bffa1dcfb71e202fbf9824fb","86ccac0b835037332a596a33b6949ee1","93.92"
"00611822267e76e0055c25c18506f06e","23d7c96d4a1160db1c726b248601b25a","180.21"
"006127b8b9a1681a982313ed7129c3c0","7d13fca15225358621be4086e1eb0964","556.22"
"0064d74f7de7917d54768d7722ad56ac","2e90cb1677d35cfe24eef47d441b7c87","221.07"
"006557c3221c1fcd02b0106343ab357b","d91fb3b7d041e83b64a00a3edfb37e4f","23.17"
"00664284de7a3470d22931ed78615ee4","1b938a7ec6ac5061a66a3766e0e75f90","55.75"
"0066a1fdaee16ad5022c5ef979d0b661","1d8dbc4f32378d715c717c1c1fc57bae","226.28"
"0067c6030d65af0ff98790158ddb0020","640e21a7d01df7614a3b4923e990d40c","54.06"
"0068468c453d28c8ef3fd089e50a5847","822bad9bc42b51213ba522fe87b7ab5d","489.85"
"00685d31ae12e47470ba5c18ba74f22c","6fc26fe110feebd80a433e1f012a84f9","75.17"
"0068c109948b9a1dfb8530d1978acef3","8b321bb669392f5163d04c59e235e066","103.38"
"0068c109948b9a1dfb8530d1978acef3","8b321bb669392f5163d04c59e235e066","103.38"
"0068e836900867da359bd81db9227a33","5b67882648febfb6e1225e6ad7164f6b","113.43"
"0068fb0e223115e911d362627e8b8800","88460e8ebdecbfecb5f9601833981930","91.79"
"006c42f310102c1910b3c5793ce5fc34","afa6714acee029b2dfdf357e5579cc03","250.79"
"006cb7cafc99b29548d4f412c7f9f493","323ce52b5b81df2cd804b017b7f09aa7","70.14"
"006cba07f62f921fe4f58365bde2b2eb","850f4f8af5ea87287ac68de36e29107f","81.98"
"006dd93155bc2abd844cc5eed3a0fe7f","cab85505710c7cb9b720bceb52b01cee","57.68"
"006df90050498994d670b40da4651d22","cea729054f157f5870bdd321a958d994","21.39"
"006e05e81c068ddc38e48ebe189b922e","6560211a19b47992c3666cc44a7e94c0","43.1"
"006e43460a55bc60c0a437521e426529","001cca7ae9ae17fb1caed9dfb1094831","142.06"
"006e91ddb0674525f84ce0da0655c7ba","2528513dd95219a6013d4d05176e391a","529.35"
"006f7dfffe2d90809598e8f1972b829b","729b2d09b2a0bdab221076327f13d050","52.64"
"0070092bb6004faafa287e5fc35971e9","4c03b9dd4c11ee2cb35c96c49efc9420","163.06"
"0071ee2429bc1efdc43aa3e073a5290e","53e4c6e0f4312d4d2107a8c9cddf45cd","100"
"0071ee2429bc1efdc43aa3e073a5290e","53e4c6e0f4312d4d2107a8c9cddf45cd","92.44"
"0072847849eafe70995fa51a714c81ac","de23c3b98a88888289c6f5cc1209054a","234.89"
"00750f68bb64537034e93554c64b41b5","6560211a19b47992c3666cc44a7e94c0","137.16"
"00756576f4e494406945ac21cb82cfe0","634964b17796e64304cadf1ad3050fb7","152.71"
"00772b2af35643653f108fdac1155ee3","c3867b4666c7d76867627c2f7fb22e21","47.96"
"00789ce015e7e5791c7914f32bb4fad4","2709af9587499e95e803a6498a5a56e9","190.81"
"0078a358a14592b887eb140ef515f5ab","cca3071e3e9bb7d12640c9fbe2301306","336.38"
"0079bca8e89bd52fdb87408e4f3fb94d","4c2b230173bb36f9b240f2b8ac11786e","57.29"
"007bbb40c95870c0f75a7855f2636c65","1e8b33f18b4f7598d87f5cbee2282cc2","162.85"
"007beb35f98c075747e6fc4fd1c0cb73","e38db885400cd35c71dfd162f2c1dbcf","83.59"
"007c7cb12ef3567531307ca78d395758","7e93a43ef30c4f03f38b393420bc753a","195"
"007ec946d4f798caf2b43c9d44c56421","f8db351d8c4c4c22c6835c19a46f01b0","43"
"007ff0b0f79be782f633fc3b18cbe337","7139dc5186aa238b006e066d8fbab2e4","55.11"
"0080eebb288dba1857ccf048dfe6bdfe","cc419e0650a3c5ba77189a1882b7556a","21.1"
"0081ab2c99dc85945c28926b77dc6960","96493fab2fbb13a14d0c0e8772eef5c3","279.7"
"0081ce648af7d6a7bac2a93b6035d1e3","54965bbe3e4f07ae045b90b0b8541f52","117.85"
"0084209c576daad6ff4534902fcb4892","4a3ca9315b744ce9f8e9374361493884","85.14"
"0084e195fbd72ae51599af47f04afede","bd0389da23d89b726abf911cccc54596","113.03"
"00858d03144cc35cfd1dd043647e7c88","d91fb3b7d041e83b64a00a3edfb37e4f","184.03"
"008720830a8a30e39e6f22f81818a141","7a67c85e85bb2ce8582c35f2203ad736","69.72"
"0087889a1c836be17f58afd7f1729a4a","fe2032dab1a61af8794248c8196565c9","269.63"
"008819c6d5f6da6fa5cd9d50ca927cf4","6560211a19b47992c3666cc44a7e94c0","62.65"
"00891ba5de66f55000ee358ceea9b345","218d46b86c1881d022bce9c68a7d4b15","149.69"
"008990da719764fb392914d8ab53ad04","85d9eb9ddc5d00ca9336a2219c97bb13","54.13"
"008a1b3db2a8bf63418c2cf7c7f494b1","8b28d096634035667e8263d57ba3368c","33.12"
"008a40c2b8b21893e04945ce58854b55","a5cba26a62b8b4d0145b68b841e62e7f","112"
"008c3a655c66f4d92370d0d422732f69","955fee9216a65b617aa5c0531780ce60","99.44"
"008ce8764db2e397e153000e017475b6","2e1c9f22be269ef4643f826c9e650a52","70.88"
"008cfe221ab054c89bc31720098cca51","3b872fd4747f01cc56206f2934198618","146.84"
"008d9bf350ff02ed444b3452cf3f57e0","1da3aeb70d7989d1e6d9b0e887f97c23","50.44"
"008d9bf350ff02ed444b3452cf3f57e0","1da3aeb70d7989d1e6d9b0e887f97c23","50.44"
"008dc31c0ae7121f2791953ae5f532c3","6a8b085f816a1f75f92dbac6eb545f8f","62.65"
"008dd5e80ebf8f849aa0c5bf4e22ce7a","7ad32824caee82087b3e2e5f33b1bf32","207.74"
"008eaf9004164883520d0bd32b107261","8e6cc767478edae941d9bd9eb778d77a","157.34"
"008f831b7185cff7ab35a46c37d64cd2","1690cada046eb7e92c12f98b1f8a8167","286.09"
"008fab5602c441d51f30b1464f5d4643","ebd2d60905fb58271facef5596b620d3","65.55"
"0091a677651feaf5a08d7bb147681e14","6560211a19b47992c3666cc44a7e94c0","45.53"
"00921e4911895b93c7b4fc0d80c0815e","688756f717c462a206ad854c5027a64a","96.62"
"0093cbf16a6afb7f0ab7cc821b6f9e92","8581055ce74af1daba164fdbd55a40de","142.96"
"00946f674d880be1f188abc10ad7cf46","5cf13accae3222c70a9cac40818ae839","232.72"
"00946f674d880be1f188abc10ad7cf46","5cf13accae3222c70a9cac40818ae839","232.72"
"00949655cdd8d0465e433a5e6c9643e5","8648b1e89e9b349e32d3741b30ec737e","25.87"
"0094bd07f49fed90209ffa62d1ef26d6","5670f4db5b62c43d542e1b2d56b0cf7c","18.92"
"0094d4660e323945f84f5c29eb348aae","46dc3b2cc0980fb8ec44634e21d2718e","309.4"
"0094dc9ea7e3cd54d95aea42685673ff","16090f2ca825584b5a147ab24aa30c86","104.79"
"0095790a64527ec83aeaaf99023c050e","3d871de0142ce09b7081e2b9d1733cb1","62.66"
"0096668e5b0b8e9657a6f7209a4e58b4","c003204e1ab016dfa150abc119207b24","180.37"
"009742b43f4530bc3db7f62332c50f4b","17e34d8224d27a541263c4c64b11a56b","146.18"
"00975e709cd12c34d3bd44e4a7f7a876","18a349e75d307f4b4cc646a691ed4216","94.66"
"0097aafe2a01dd54e39888976160c377","56e361f411e38dcef17cdc2a3d99628b","70.59"
"0097f0545a302aafa32782f1734ff71c","7901646fdd36a55f564ffaf2dbccaaf7","507.84"
"0097f0545a302aafa32782f1734ff71c","7901646fdd36a55f564ffaf2dbccaaf7","507.84"
"009838529bb913846ab6670d22865381","2d50d6282f8aa2257819a77bfaa0efe0","176.4"
"0098dbda25722a3f019fe252a0cd10b3","cca3071e3e9bb7d12640c9fbe2301306","165.03"
"009905140e9f8cc35d5be897937381db","391fc6631aebcf3004804e51b40bcf1e","116.44"
"009905140e9f8cc35d5be897937381db","391fc6631aebcf3004804e51b40bcf1e","116.44"
"00995d799817ecc3bd2abd8fbe59c430","620c87c171fb2a6dd6e8bb4dec959fc6","62.82"
"00998f38df3012359ef195ca75ebb329","ef0ace09169ac090589d85746e3e036f","143.24"
"009ac365164f8e06f59d18a08045f6c4","f8db351d8c4c4c22c6835c19a46f01b0","8.75"
"009ac365164f8e06f59d18a08045f6c4","f8db351d8c4c4c22c6835c19a46f01b0","4.17"
"009ac365164f8e06f59d18a08045f6c4","f8db351d8c4c4c22c6835c19a46f01b0","0.88"
"009ac365164f8e06f59d18a08045f6c4","f8db351d8c4c4c22c6835c19a46f01b0","4.5"
"009ac365164f8e06f59d18a08045f6c4","f8db351d8c4c4c22c6835c19a46f01b0","5.45"
"009ac365164f8e06f59d18a08045f6c4","f8db351d8c4c4c22c6835c19a46f01b0","8.25"
"009c278fa2ed6e7ec498200b60193ca8","ea8482cd71df3c1969d7b9473ff13abc","45.09"
"009e11afa25aa95ae78e60a793995c9b","582d4f8675b945722eda7c0cb61ba4c7","65.14"
"009fa9bd0d92710e840793bfefa80867","cc419e0650a3c5ba77189a1882b7556a","100.33"
"00a0116ff15ff973ea16bee881208ae7","a1043bafd471dff536d0c462352beb48","194.12"
"00a12754417a49a9dec20361849aa917","f8db351d8c4c4c22c6835c19a46f01b0","57.72"
"00a13ab02fbe82f78cd84f14e41564ed","e9779976487b77c6d4ac45f75ec7afe9","168.35"
"00a174dbf11967d260033fa6ab711493","31344c16881c08a8a72c6d2eb29918c1","291.43"
"00a1e977cf6e672402963940db55d919","5656537e588803a555b8eb41f07a944b","32.64"
"00a250dbdb3153cc6ecf4d3f07ef6a17","cc419e0650a3c5ba77189a1882b7556a","61.77"
"00a379dfab816a83741012b71b264098","1da3aeb70d7989d1e6d9b0e887f97c23","23.38"
"00a3a334aec7455a6d3319981499a3da","37515688008a7a40ac93e3b2e4ab203f","36.35"
"00a3f1ef430d3984dece2f39d6cbf431","b410bdd36d5db7a65dcd42b7ead933b8","201.99"
"00a4d94df1c9757661679b2f4bd6d311","634964b17796e64304cadf1ad3050fb7","59.33"
"00a57dfbb049fbaae10763e2cf15f797","1c68394e931a64f90ea236c5ea590300","337.38"
"00a57dfbb049fbaae10763e2cf15f797","1c68394e931a64f90ea236c5ea590300","337.38"
"00a57dfbb049fbaae10763e2cf15f797","1c68394e931a64f90ea236c5ea590300","337.38"
"00a690becda145533fa5a54daa7b6ad5","6c7d50c24b3ccd2fd83b44d8bb34e073","117.42"
"00a77f9cc25b05b2004752593d7b8888","94e93ce877be27a515118dbfd2c2be41","196.4"
"00a843f5a80c7aea894c558acc29f513","2138ccb85b11a4ec1e37afbd1c8eda1f","47.09"
"00a870c6c06346e85335524935c600c0","955fee9216a65b617aa5c0531780ce60","69.9"
"00a9536682ecb394a3794c1608200803","4a3ca9315b744ce9f8e9374361493884","122.17"
"00a99c50fdff7e36262caba33821875a","974cf2cb8f4b7add98709c30df02fe10","75.29"
"00aa423621f35a9ca6c6240f275b0640","0509040ea3fe50071181bbc359eb7738","125.41"
"00ab1aba567dfebdc39caa4e7ca2f1b2","8444e55c1f13cd5c179851e5ca5ebd00","48.38"
"00ab210695a17fe10e6b23616ae5bc97","4c2b230173bb36f9b240f2b8ac11786e","46.53"
"00ab3a43bda739029ffce95d3b2fb56c","42b729f859728f5079499127a9c2ef37","35.36"
"00ab9fa91aafa3d881164b0da48999aa","ceaec5548eefc6e23e6607c5435102e7","644.34"
"00ac05fe0fc047c54418098eb64e3aaa","0241d4d5d36f10f80c644447315af0bd","123.47"
"00ac2a1ec784f71feeb7ba1e5959750d","218d46b86c1881d022bce9c68a7d4b15","56.32"
"00ace652c8a5072670f30674e5f19844","7c67e1448b00f6e969d365cea6b010ab","147.26"
"00ad1a02d4d9decad15c7e8f8a9470cc","6560211a19b47992c3666cc44a7e94c0","68.25"
"00ae7a8b4936674ebb701d4a23719a79","bf0d50a6410d487dc97d2baac0a8c0be","37.16"
"00af3d9ddff7f256e83d79247dbe1a9f","a420f60ff1aa9acc80d0e42959f2b313","90.73"
"00af53fdc2002f5b6a8f16db648e003b","4c2b230173bb36f9b240f2b8ac11786e","51.75"
"00b12f4674177ef40c4bdb034138c843","1025f0e2d44d7041d6cf58b6550e0bfa","122.87"
"00b1861aeb89afa498404c684148a619","0691148aee60ca47977c187804f935ae","98.24"
"00b1861aeb89afa498404c684148a619","0691148aee60ca47977c187804f935ae","98.24"
"00b2d2f2b5f7b98e6b1828764660134e","7d13fca15225358621be4086e1eb0964","159.69"
"00b30bb163474583c14db1689259cf4d","3c487ae8f8d7542beff5788e2e0aea83","216.51"
"00b402e8a76d3da83714c52d3977cc2d","edb1ef5e36e0c8cd84eb3c9b003e486d","165.91"
